School Number,Board Number,School Name,School Type,School Level,Phone Number,School Website
725374,B67172,St Joseph's Separate School,Catholic,Elementary,613-275-2353,http://www.stjosephtoledo.cdsbeo.on.ca/
813907,B67172,St Joseph's Separate School,Catholic,Elementary,613-382-2361,http://www.stjosephgan.cdsbeo.on.ca/
736201,B67172,St Jude's Catholic Elementary School,Catholic,Elementary,613-678-5455,http://www.stjude.cdsbeo.on.ca/
824593,B67172,St Mary's High School,Catholic,Secondary,613-342-4911,http://www.stmarychs.cdsbeo.on.ca
828726,B67172,St Mary's Separate School,Catholic,Elementary,613-342-4911,http://www.stmarychs.cdsbeo.on.ca
828874,B67172,St Mary's Separate School,Catholic,Elementary,613-257-1538,http://www.stmarycp.cdsbeo.on.ca
828980,B67172,St Mary's Separate School,Catholic,Elementary,613-448-2158,http://www.stmarychesterville.cdsbeo.on.ca
830283,B67172,St Mary-St Cecilia Catholic School,Catholic,Elementary,613-543-2907,http://www.stmary-stcecilia.cdsbeo.on.ca/
726176,B67172,St Matthew Catholic Secondary School,Catholic,Secondary,613-930-9928,http://www.stmatthew.cdsbeo.on.ca
832502,B67172,St Michael Elementary School,Catholic,Elementary,613-258-7232,http://www.smchs.ca/
832480,B67172,St Michael High School,Catholic,Secondary,613-258-7232,http://www.smchs.ca/
753602,B67172,St Patrick Catholic Elementary School,Catholic,Elementary,613-446-7215,http://www.stpatrick.cdsbeo.on.ca/
844713,B67172,St Peter's School,Catholic,Elementary,613-933-1007,http://www.stpetercatholicschool.ca/
773450,B67172,St. Gregory Catholic School,Catholic,Elementary,613-257-8468,http://www.stgregory.cdsbeo.on.ca
745698,B67172,St. James Catholic Education Centre High School,Catholic,Secondary,613-284-2613,http://www.coned.cdsbeo.on.ca
741782,B67172,St. James Intermediate,Catholic,Elementary,613-284-2613,http://www.coned.cdsbeo.on.ca
680764,B67172,St. John Intermediate School,Catholic,Elementary,613-267-4724,http://www.stjohnchs.cdsbeo.on.ca/
750646,B67172,St. John Paul II Catholic School,Catholic,Elementary,613-487-3075,https://stjpii.cdsbeo.on.ca
767431,B67172,St. Joseph Intermediate Catholic School,Catholic,Elementary,613-932-0349,
803065,B67172,St. Luke Catholic High School,Catholic,Secondary,613-283-4477,http://www.stluke.cdsbeo.on.ca/
818968,B67172,St. Luke Catholic School,Catholic,Elementary,613-283-4477,http://www.stluke.cdsbeo.on.ca/
814555,B67172,St. Mark Catholic School,Catholic,Elementary,613-925-4342,http://www.stmark.cdsbeo.on.ca
765428,B67172,St. Matthew Catholic Elementary School,Catholic,Elementary,613-930-9928,http://www.stmatthew.cdsbeo.on.ca
753670,B67172,St. Mother Teresa Catholic School,Catholic,Elementary,613-445-3788,https://stmtcs.cdsbeo.on.ca
733067,B67172,St. Thomas Aquinas Catholic High School,Catholic,Secondary,613-445-0810,http://www.sta-russell.com/
773026,B67172,St. Thomas Aquinas Catholic School,Catholic,Elementary,613-445-0810,http://www.sta-russell.com/
428833,B80055,CHEO School,Hospital,Elementary,613-737-0871,www.octc.ca
023549,B66303,Académie Alexandre-Dumas,Public,Elementary,416-283-7749,http://csviamonde.ca/ecoles/alexandredumas
199761,B66303,Académie La Pinède,Public,Elementary,705-424-5664,http://lapinede.csviamonde.ca
165468,B66303,Académie de la Moraine,Public,Elementary,905-773-7616,http://lamoraine.csviamonde.ca
165409,B66303,Académie de la Tamise,Public,Elementary,519-659-8174,http://latamise.csviamonde.ca
918997,B66303,Collège français secondaire,Public,Secondary,416-393-0175,http://collegefrancais.csviamonde.ca
117382,B66303,Collège français élémentaire,Public,Elementary,416-393-0175,http://collegefrancais.csviamonde.ca
165204,B66303,École intermédiaire Franco-Niagara,Public,Elementary,905-732-1361,http://confederation.csviamonde.ca/
310415,B66303,École intermédiaire Ronald-Marion,Public,Elementary,905-683-9730,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-ronald-marion/
922089,B66303,École secondaire David Saint-Jacques,Public,Secondary,,
909858,B66303,École secondaire Franco-Jeunesse,Public,Secondary,519-542-5970,http://francojeunesse.csviamonde.ca
907553,B66303,École secondaire Franco-Niagara,Public,Secondary,905-732-1361,http://confederation.csviamonde.ca
910554,B66303,École secondaire Gabriel-Dumont,Public,Secondary,519-673-4552,http://gabrieldumont.csviamonde.ca/
914723,B66303,École secondaire Gaétan Gervais,Public,Secondary,289-529-0065,http://gaetangervais.csviamonde.ca
907308,B66303,École secondaire Georges-P-Vanier,Public,Secondary,905-528-0301,http://georgespvanier.csviamonde.ca/
907642,B66303,École secondaire Jeunes sans frontières,Public,Secondary,905-450-1106,http://jeunessansfrontieres.csviamonde.ca/
934852,B66303,École secondaire Le Caron,Public,Secondary,705-549-3202,http://lecaron.csviamonde.ca/
954651,B66303,École secondaire Michelle-O'Bonsawin,Public,Secondary,,
896889,B66303,École secondaire Norval-Morrisseau,Public,Secondary,905-508-2516,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-norval-morrisseau/
925326,B66303,École secondaire Roméo Dallaire,Public,Secondary,705-792-2341,http://romeodallaire.csviamonde.ca
901037,B66303,École secondaire Ronald-Marion,Public,Secondary,905-683-9730,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-ronald-marion/
952803,B66303,École secondaire Toronto Ouest,Public,Secondary,416-532-6592,http://ecolesecondairetorontoouest.csviamonde.ca
961008,B66303,École secondaire de Lamothe-Cadillac,Public,Secondary,,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-de-lamothe-cadillac/
907588,B66303,École secondaire Étienne-Brûlé,Public,Secondary,416-397-2085,http://etiennebrule.csviamonde.ca/
156167,B66303,École élémentaire Antonine Maillet,Public,Elementary,905-720-0057,http://csviamonde.ca/ecoles/antoninemaillet
165441,B66303,École élémentaire Carrefour des Jeunes,Public,Elementary,905-455-7038,http://carrefourdesjeunes.csviamonde.ca
393396,B66303,École élémentaire Chantal-Benoit,Public,Elementary,,
447621,B66303,École élémentaire Charles-Sauriol,Public,Elementary,416-651-4630,http://csviamonde.ca/ecoles/charlessauriol
474256,B66303,École élémentaire David-Saint-Jacques,Public,Elementary,,
342322,B66303,École élémentaire Dyane-Adam,Public,Elementary,,
532816,B66303,École élémentaire Franco-Jeunesse,Public,Elementary,519-542-5970,http://francojeunesse.csviamonde.ca
004367,B66303,École élémentaire Franco-Niagara,Public,Elementary,905-732-3113,http://csviamonde.ca/ecoles/champlain
194069,B66303,École élémentaire Félix-Leclerc,Public,Elementary,416-397-2075,http://felixleclerc.csviamonde.ca/
165212,B66303,École élémentaire Gabriel-Dumont,Public,Elementary,519-673-4552,http://gabrieldumont.csviamonde.ca
497134,B66303,École élémentaire Gabrielle-Roy,Public,Elementary,416-393-1360,http://gabrielleroy.csviamonde.ca
572312,B66303,École élémentaire Gaetan-Gervais,Public,Elementary,289-529-0065,http://csviamonde.ca/ecoles/gaetangervais
156264,B66303,École élémentaire Georges-P-Vanier,Public,Elementary,905-528-0301,http://georgespvanier.csviamonde.ca/
165417,B66303,École élémentaire Horizon Jeunesse,Public,Elementary,905-403-0950,http://horizonjeunesse.csviamonde.ca/
282260,B66303,École élémentaire Jeanne-Lajoie,Public,Elementary,416-397-2080,http://jeannelajoie.csviamonde.ca/
156183,B66303,École élémentaire Jeunes sans frontières,Public,Elementary,905-450-1106,http://jeunessansfrontieres.csviamonde.ca/
165395,B66303,École élémentaire L'Envolée,Public,Elementary,519-259-4860,http://lenvolee.csviamonde.ca
156256,B66303,École élémentaire L'Harmonie,Public,Elementary,519-746-7224,http://lharmonie.csviamonde.ca/
419354,B66303,École élémentaire L'Héritage,Public,Elementary,905-937-4608,http://lheritage.csviamonde.ca
165450,B66303,École élémentaire L'Odyssée,Public,Elementary,519-837-4420,http://lodyssee.csviamonde.ca/
302481,B66303,École élémentaire La Fontaine,Public,Elementary,905-893-1280,http://lafontaine.csviamonde.ca/
019735,B66303,École élémentaire La Mosaïque,Public,Elementary,416-465-5757,http://lamosaique.csviamonde.ca
191313,B66303,École élémentaire La Pommeraie,Public,Elementary,226-213-4515,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-la-pommeraie/
032247,B66303,École élémentaire La Source,Public,Elementary,705-730-6625,http://lasource.csviamonde.ca/
165000,B66303,École élémentaire LaMarsh,Public,Elementary,905-374-6777,http://lamarsh.csviamonde.ca/
309192,B66303,École élémentaire Laure-Rièse,Public,Elementary,416-397-2014,http://laureriese.csviamonde.ca/
442869,B66303,École élémentaire Le Caron,Public,Elementary,705-549-3202,http://lecaron.csviamonde.ca
539105,B66303,École élémentaire Le Flambeau,Public,Elementary,,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-le-flambeau/
311090,B66303,École élémentaire Les Rapides,Public,Elementary,519-542-6015,http://lesrapides.csviamonde.ca/
480785,B66303,École élémentaire Louise-Charron,Public,Elementary,226-315-1878,http://louisecharron.csviamonde.ca
010340,B66303,École élémentaire Marie-Curie,Public,Elementary,519-471-5677,http://mariecurie.csviamonde.ca/
328910,B66303,École élémentaire Mathieu-da-Costa,Public,Elementary,416-397-2000,http://maisonmontessori.csviamonde.ca/
157909,B66303,École élémentaire Micheline-Saint-Cyr,Public,Elementary,647-265-8544,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-micheline-saint-cyr/
590066,B66303,École élémentaire Michelle-O'Bonsawin,Public,Elementary,,
232544,B66303,École élémentaire Norval-Morrisseau,Public,Elementary,905-508-2516,http://norvalmorrisseau.csviamonde.ca
164941,B66303,École élémentaire Nouvel Horizon,Public,Elementary,905-734-7693,http://nouvelhorizon.csviamonde.ca/
619655,B66303,École élémentaire Patricia-Picknell,Public,Elementary,905-465-0512,http://patriciapicknell.csviamonde.ca/
042108,B66303,École élémentaire Paul-Demers,Public,Elementary,,
165484,B66303,École élémentaire Pavillon de la jeunesse,Public,Elementary,905-318-3816,http://pavillondelajeunesse.csviamonde.ca
165476,B66303,École élémentaire Pierre-Elliott-Trudeau,Public,Elementary,416-397-2097,http://pierreelliotttrudeau.csviamonde.ca/
165425,B66303,École élémentaire Renaissance,Public,Elementary,905-637-3852,http://renaissance.csviamonde.ca/
412543,B66303,École élémentaire Roméo Dallaire,Public,Elementary,705-792-2341,http://romeodallaire.csviamonde.ca/
298133,B66303,École élémentaire Ronald-Marion,Public,Elementary,905-683-9730,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-ronald-marion/
530476,B66303,École élémentaire Saint-Joseph,Public,Elementary,705-549-3124,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-publique-saint-joseph/
588462,B66303,École élémentaire Toronto Ouest,Public,Elementary,416-532-6592,http://ecolesecondairetorontoouest.csviamonde.ca
374871,B66303,École élémentaire ViaVirtuel,Public,Elementary,226-315-1878,
037753,B66303,École élémentaire Viola-Léger,Public,Elementary,,
298572,B66303,École élémentaire de Lamothe-Cadillac,Public,Elementary,519-253-0929,https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-secondaire-de-lamothe-cadillac/
629646,B66303,École élémentaire des Quatre-Rivières,Public,Elementary,519-940-5145,http://quatrerivieres.csviamonde.ca/
426502,B66303,École élémentaire du Chêne,Public,Elementary,905-815-8900,http://duchene.csviamonde.ca/
186910,B66303,École élémentaire Étienne-Brûlé,Public,Elementary,416-397-2085,http://etiennebrule.csviamonde.ca/
705128,B67318,ÉIC Monseigneur-de-Charbonnel,Catholic,Elementary,416-393-5537,http://esmdc.csdccs.edu.on.ca/wp/
766928,B67318,ÉIC Mère-Teresa,Catholic,Elementary,905-389-4055,http://acmt.csdccs.edu.on.ca/
705497,B67318,ÉIC Nouvelle-Alliance,Catholic,Elementary,705-737-5260,http://escna.csdccs.edu.on.ca/
849732,B67318,ÉIC Père-Philippe-Lamarche,Catholic,Elementary,416-986-6414,
750468,B67318,ÉIC Père-René-de-Galinée,Catholic,Elementary,519-650-9444,http://prdg.csdccs.edu.on.ca/
739984,B67318,ÉIC Renaissance,Catholic,Elementary,905-727-4631,http://esr.csdccs.edu.on.ca/wp/
704997,B67318,ÉIC Saint-Charles-Garnier,Catholic,Elementary,905-655-5635,http://esscg.csdccs.edu.on.ca/wp/
735092,B67318,ÉIC Saint-Frère-André,Catholic,Elementary,416-393-5324,https://essfa.cscmonavenir.ca/
781231,B67318,ÉIC Saint-Jean-de-Brébeuf,Catholic,Elementary,905-714-7882,http://esjv.csdccs.edu.on.ca/wp/
772491,B67318,ÉIC Sainte-Famille,Catholic,Elementary,905-814-0318,http://essf.csdccs.edu.on.ca/wp/
839486,B67318,ÉIC Sainte-Trinité,Catholic,Elementary,905-339-0812,
SC9205,B67318,ÉIC Vaughan,Catholic,Elementary,,
683922,B67318,ÉSAC Mère-Teresa,Catholic,Secondary,905-389-4055,http://acmt.csdccs.edu.on.ca/
780213,B67318,ÉSC Monseigneur-Jamot,Catholic,Secondary,705-742-7571,
733458,B67318,ÉSC Monseigneur-de-Charbonnel,Catholic,Secondary,416-393-5537,http://esmdc.csdccs.edu.on.ca/
740390,B67318,ÉSC Nouvelle-Alliance,Catholic,Secondary,705-737-5260,http://esna.csdccs.edu.on.ca/wp/
854087,B67318,ÉSC Pape-François,Catholic,Secondary,905-642-3440,
846041,B67318,ÉSC Père-Philippe-Lamarche,Catholic,Secondary,416-986-6414,
751073,B67318,ÉSC Père-René-de-Galinée,Catholic,Secondary,519-650-9444,http://prdg.csdccs.edu.on.ca/
705357,B67318,ÉSC Renaissance,Catholic,Secondary,905-727-4631,http://esr.csdccs.edu.on.ca/wp/
706477,B67318,ÉSC Saint-Charles-Garnier,Catholic,Secondary,905-655-5635,http://esscg.csdccs.edu.on.ca/wp/
691950,B67318,ÉSC Saint-Frère-André,Catholic,Secondary,416-393-5324,https://essfa.cscmonavenir.ca/
782017,B67318,ÉSC Saint-Jean-de-Brébeuf,Catholic,Secondary,905-714-7882,http://esjv.csdccs.edu.on.ca
790001,B67318,ÉSC Sainte-Famille,Catholic,Secondary,905-814-0318,http://essf.csdccs.edu.on.ca/wp/
865368,B67318,ÉSC Sainte-Trinité,Catholic,Secondary,905-339-0812,
SC9206,B67318,ÉSC Vaughan,Catholic,Secondary,,
789369,B67318,ÉÉC Ange-Gabriel,Catholic,Elementary,905-814-9122,http://ag.csdccs.edu.on.ca/
694100,B67318,ÉÉC Cardinal-Léger,Catholic,Elementary,519-742-2261,http://cl.csdccs.edu.on.ca/
699764,B67318,ÉÉC Corpus-Christi,Catholic,Elementary,905-728-0491,http://cc.csdccs.edu.on.ca/wp/
707910,B67318,ÉÉC Frère-André,Catholic,Elementary,705-726-1324,http://fa.csdccs.edu.on.ca/wp/
707970,B67318,ÉÉC Georges-Étienne-Cartier,Catholic,Elementary,416-393-5314,http://gec.csdccs.edu.on.ca
722510,B67318,ÉÉC Immaculée-Conception,Catholic,Elementary,905-682-6732,http://ic.csdccs.edu.on.ca/wp/
837115,B67318,ÉÉC Jean-Béliveau,Catholic,Elementary,289-383-6257,
689705,B67318,ÉÉC Jean-Paul II,Catholic,Elementary,905-665-5393,http://jpii.csdccs.edu.on.ca/wp/index.php
795917,B67318,ÉÉC Le-Petit-Prince,Catholic,Elementary,905-832-3153,http://lpp.csdccs.edu.on.ca/
705411,B67318,ÉÉC Marguerite-Bourgeois-Borden,Catholic,Elementary,705-424-0049,http://mb.csdccs.edu.on.ca/wp/
733555,B67318,ÉÉC Monseigneur-Jamot,Catholic,Elementary,705-742-7571,http://mj.csdccs.edu.on.ca/
690007,B67318,ÉÉC Monseigneur-de-Laval,Catholic,Elementary,905-387-6448,http://mdl.csdccs.edu.on.ca/wp/
729949,B67318,ÉÉC Mère-Élisabeth-Bruyère,Catholic,Elementary,519-880-9859,http://meb.csdccs.edu.on.ca/
737330,B67318,ÉÉC Notre-Dame,Catholic,Elementary,905-545-3393,http://nd.csdccs.edu.on.ca
732080,B67318,ÉÉC Notre-Dame-de-Grâce,Catholic,Elementary,416-396-2845,
828752,B67318,ÉÉC Notre-Dame-de-la-Huronie,Catholic,Elementary,705-444-1764,
738166,B67318,ÉÉC Notre-Dame-de-la-Jeunesse-Ajax,Catholic,Elementary,905-428-1460,http://nddlja.csdccs.edu.on.ca/
738190,B67318,ÉÉC Notre-Dame-de-la-Jeunesse-Niagara.F,Catholic,Elementary,905-357-2311,http://nddljnf.csdccs.edu.on.ca/
773943,B67318,ÉÉC Pape-François,Catholic,Elementary,905-642-3440,
705330,B67318,ÉÉC René-Lamoureux,Catholic,Elementary,905-270-0785,http://rl.csdccs.edu.on.ca/wp/
774642,B67318,ÉÉC Saint-Antoine,Catholic,Elementary,905-356-2522,http://sa.csdccs.edu.on.ca/wp/
815640,B67318,ÉÉC Saint-François-d'Assise,Catholic,Elementary,905-735-0837,http://sfda.csdccs.edu.on.ca/wp/
802662,B67318,ÉÉC Saint-Jean,Catholic,Elementary,905-727-0131,http://sja.csdccs.edu.on.ca/
800490,B67318,ÉÉC Saint-Jean-Baptiste,Catholic,Elementary,905-820-7460,http://sjb.csdccs.edu.on.ca/
788438,B67318,ÉÉC Saint-Jean-Bosco,Catholic,Elementary,289-541-9501,
798223,B67318,ÉÉC Saint-Jean-de-Lalande,Catholic,Elementary,416-393-5369,http://sjdl.csdccs.edu.on.ca/wp/
810398,B67318,ÉÉC Saint-Joseph,Catholic,Elementary,905-835-8331,http://sjpc.csdccs.edu.on.ca/wp/
819026,B67318,ÉÉC Saint-Louis,Catholic,Elementary,705-549-3677,http://sl.csdccs.edu.on.ca/wp/
841308,B67318,ÉÉC Saint-Michel,Catholic,Elementary,416-393-5421,
694632,B67318,ÉÉC Saint-Nicolas,Catholic,Elementary,905-864-3025,http://sn.csdccs.edu.on.ca/
837180,B67318,ÉÉC Saint-Noël-Chabanel-Cambridge,Catholic,Elementary,519-650-3219,http://sncc.csdccs.edu.on.ca/wp/
