School Number,Board Number,School Name,School Type,School Level,Street,Municipality,City,Province,Postal Code,Fax Number,Latitude,Longitude,Phone Number,School Website
100438,B66010,St Marys D.C. & V.I. - Elementary Elementary Public School,Public,Elementary,338 Elizabeth Street,St. Marys,St. Marys,Ontario,N4X1B6,519-284-4042,43.25705,-81.1339,519-284-1731,smdcvi.amdsb.ca
535508,B66010,Stephen Central Public School,Public,Elementary,70042 Goshen Line RR 3,South Huron,Dashwood,Ontario,N0M1N0,519-234-6840,43.29587,-81.5989,519-234-6302,stephen.amdsb.ca
893395,B66010,Stratford District Secondary School,Public,Secondary,428 Forman Ave,Stratford,Stratford,Ontario,N5A6R7,,43.385338,-80.993501,519-271-9740,sdss.amdsb.ca
097284,B66010,Stratford Intermediate School,Public,Elementary,60 St Andrew,Stratford,Stratford,Ontario,N5A1A3,,43.371098,-80.988298,519-271-4500,stratfordintermediate.amdsb.ca
566667,B66010,Upper Thames Elementary School,Public,Elementary,165 Frances Street RR 5,West Perth,Mitchell,Ontario,N0K1N0,519-348-4752,43.4736,-81.1857,519-348-8472,upperthames.amdsb.ca
417556,B80012,Bloorview School Authority,Hospital,Elementary,150 Kilgour Rd,Toronto,Toronto,Ontario,M4G1R8,416-425-2981,43.71881,-79.3725,416-424-3831,http://www.bloorviewschool.ca
010472,B66001,Alexandra Community School,Public,Elementary,1556 8th Ave E,Owen Sound,Owen Sound,Ontario,N4K3B6,519-370-2901,44.57298,-80.9294,519-376-6306,http://www.alx.bwdsb.on.ca
011606,B66001,Amabel-Sauble Community School,Public,Elementary,555 Sauble Falls Parkway RR 1,The South Bruce Peninsula,Sauble Beach,Ontario,N0H2G0,519-370-2902,44.65046,-81.2568,519-422-3805,http://www.sau.bwdsb.on.ca
022322,B66001,Arran Tara Elementary School,Public,Elementary,106 Brook St W,Arran-Elderslie,Tara,Ontario,N0H2N0,519-370-2903,44.48145,-81.1525,519-934-2560,http://www.tar.bwdsb.on.ca
552585,B66001,Beaver Valley Community School,Public,Elementary,189 Bruce St. S.,The Blue Mountains,Thornbury,Ontario,N0H2P0,519-370-2905,44.55342,-80.4621,519-599-5991,http://www.bvc.bwdsb.on.ca
340804,B66001,Beavercrest Community School,Public,Elementary,101 Main St E,Grey Highlands,Markdale,Ontario,N0C1H0,519-370-2906,44.32033,-80.6452,519-986-2990,http://www.bcc.bwdsb.on.ca
918587,B66001,Bluewater Alternative Education School,Public,Secondary,351 1St Avenue 2,Arran-Elderslie,Chesley,Ontario,N0G1L0,,44.31022,-81.09646,519-363-2014,
067709,B66001,Bruce Peninsula District School,Public,Elementary,5 Moore St,Northern Bruce Peninsula,Lion s Head,Ontario,N0H1W0,519-370-2908,44.98479,-81.2519,519-793-3211,http://www.bpds.bwdsb.on.ca/
896969,B66001,Bruce Peninsula District School,Public,Secondary,5 Moore St,Northern Bruce Peninsula,Lion s Head,Ontario,N0H1W0,519-370-2908,44.98478,-81.2519,519-793-3211,http://www.bpds.bwdsb.on.ca/
169200,B66001,Chesley District Community School,Public,Elementary,231 4th Ave SE,Arran-Elderslie,Chesley,Ontario,N0G1L0,519-370-2914,44.30696,-81.0976,519-363-2344,http://www.cdc.bwdsb.on.ca/
135143,B66001,Dawnview Public School,Public,Elementary,149 12th Ave,Hanover,Hanover,Ontario,N4N2S8,519-370-2915,44.14548,-81.0209,519-364-1891,http://www.dnv.bwdsb.on.ca
458554,B66001,Dundalk & Proton Community School,Public,Elementary,251 Young St,Southgate,Dundalk,Ontario,N0C1B0,519-370-2942,44.16499,-80.3897,519-923-2622,http://www.pro.bwdsb.on.ca/
331307,B66001,East Ridge Community School,Public,Elementary,1550 8th Street,Owen Sound,Owen Sound,Ontario,N4K0A2,,44.56713,-80.9161,,http://www.erc.bwdsb.on.ca/
167649,B66001,Egremont Community School,Public,Elementary,392141 Grey Road 109 RR 2,Southgate,Holstein,Ontario,N0G2A0,519-370-2918,44.06142,-80.7596,519-334-3640,http://www.egr.bwdsb.on.ca
293776,B66001,Elgin Market Public School,Public,Elementary,305 Queen St,Kincardine,Kincardine,Ontario,N2Z2R6,519-370-2919,44.16484,-81.6435,519-396-8115,http://www.emp.bwdsb.on.ca
524239,B66001,G C Huston Public School,Public,Elementary,61 Victoria St,Saugeen Shores,Southampton,Ontario,N0H2L0,519-370-2968,44.49686,-81.3679,519-797-3241,http://www.hus.bwdsb.on.ca
180789,B66001,Georgian Bay Community School,Public,Elementary,197799 Grey Rd 7,Meaford,Meaford,Ontario,N4L1W7,,44.59316,-80.58322,519-538-1680,http://www.gbss.bwdsb.on.ca/
925438,B66001,Georgian Bay Community School Secondary School,Public,Secondary,197799 Grey Rd 7,Meaford,Meaford,Ontario,N4L1W7,519-370-2920,44.59316,-80.58322,519-538-1680,http://www.gbss.bwdsb.on.ca
914444,B66001,Grey Highlands Secondary School,Public,Secondary,100 Toronto Rd. S.,Grey Highlands,Flesherton,Ontario,N0C1E0,519-370-2921,44.25865,-80.5452,519-924-2721,http://www.ghss.bwdsb.on.ca
281131,B66001,Hanover Heights Community School,Public,Elementary,524 13th St,Hanover,Hanover,Ontario,N4N1Y4,519-370-2922,44.15626,-81.0223,519-364-2910,http://www.han.bwdsb.on.ca
253316,B66001,Hepworth Central Public School,Public,Elementary,402 Bruce Street,The South Bruce Peninsula,Hepworth,Ontario,N0H1P0,519-370-2923,44.63228,-81.1363,519-935-2061,http://www.hep.bwdsb.on.ca
152820,B66001,Highpoint Community Elementary School,Public,Elementary,351 Main St W,Southgate,Dundalk,Ontario,N0C1B0,519-370-2926,44.16386,-80.3986,519-923-2336,http://www.hpe.bwdsb.on.ca
257168,B66001,Hillcrest Central School,Public,Elementary,31 Hillcrest St,South Bruce,Teeswater,Ontario,N0G2S0,519-370-2928,43.99987,-81.2903,519-392-6811,http://www.tee.bwdsb.on.ca
257869,B66001,Hillcrest Elementary School,Public,Elementary,501 8th St W,Owen Sound,Owen Sound,Ontario,N4K3M8,519-370-2927,44.56251,-80.9505,519-376-1771,http://www.hil.bwdsb.on.ca
262935,B66001,Holland-Chatsworth Central School,Public,Elementary,777346 Hwy #10 3,Chatsworth,Holland Centre,Ontario,N0H1R0,519-370-2929,44.41398,-80.8287,519-794-2729,http://www.hol.bwdsb.on.ca
273775,B66001,Huron Heights Public School,Public,Elementary,785 Russell St,Kincardine,Kincardine,Ontario,N2Z1S7,519-370-2931,44.16912,-81.6201,519-396-7035,http://www.hhe.bwdsb.on.ca
007681,B66001,John Diefenbaker Senior School,Public,Elementary,201 18Th Ave,Hanover,Hanover,Ontario,N4N3S5,,44.14765,-81.01229,,
915556,B66001,John Diefenbaker Senior School,Public,Secondary,201 18Th Ave,Hanover,Hanover,Ontario,N4N3S5,519-370-2932,44.14765,-81.01229,519-364-3770,http://www.jdss.bwdsb.on.ca
291030,B66001,Keppel-Sarawak Elementary School,Public,Elementary,937 24th St W,Owen Sound,Owen Sound,Ontario,N4K5N4,519-370-2933,44.58898,-80.9544,519-376-1789,http://www.kep.bwdsb.on.ca
919454,B66001,Kincardine District Secondary School,Public,Secondary,885 River Lane,Kincardine,Kincardine,Ontario,N2Z2B9,519-370-2934,44.17732,-81.6278,519-396-9151,http://www.kdss.bwdsb.on.ca
151668,B66001,Kincardine District Senior School,Public,Elementary,855 River Lane,Kincardine,Kincardine,Ontario,N2Z2B9,519-370-2934,44.17695,-81.6282,519-396-9151,http://www.kdss.bwdsb.on.ca/
293750,B66001,Kincardine Township-Tiverton Public School,Public,Elementary,1805 Hwy 21 2,Kincardine,Kincardine,Ontario,N2Z2X4,519-370-2936,44.18603,-81.6068,519-396-3371,http://www.kin.bwdsb.on.ca
323900,B66001,Lucknow Central Public School,Public,Elementary,463 Bob St,Huron-Kinloss,Lucknow,Ontario,N0G2H0,519-370-2938,43.95731,-81.5092,519-528-3022,http://www.luc.bwdsb.on.ca
198978,B66001,Macphail Memorial Elementary School,Public,Elementary,49 Campbell St,Grey Highlands,Flesherton,Ontario,N0C1E0,519-370-2940,44.2585,-80.5487,519-924-2752,http://www.mac.bwdsb.on.ca
364290,B66001,Mildmay-Carrick Central School,Public,Elementary,1023 Hwy 9,South Bruce,Mildmay,Ontario,N0G2J0,519-370-2967,44.0374,-81.1117,519-367-5548,http://www.mld.bwdsb.on.ca
401129,B66001,Normanby Community School,Public,Elementary,574 Louisa Street,West Grey,Ayton,Ontario,N0G1C0,519-370-2945,44.05811,-80.9276,519-665-7783,http://www.nor.bwdsb.on.ca
403741,B66001,Northport Elementary School,Public,Elementary,1000 Waterloo St,Saugeen Shores,Port Elgin,Ontario,N0H2C2,519-370-2946,44.44679,-81.3837,519-832-9077,http://www.nop.bwdsb.on.ca
093939,B66001,Osprey Central School,Public,Elementary,408053 Grey Road 4 #1,Grey Highlands,Maxwell,Ontario,N0C1J0,519-370-2949,44.31534,-80.37,519-922-2341,http://www.osp.bwdsb.on.ca
951692,B66001,Owen Sound District Secondary School Secondary School,Public,Secondary,750 9th St W,Owen Sound,Owen Sound,Ontario,N4K3P6,519-370-2939,44.56513,-80.9575,519-376-6050,http://www.osdss.bwdsb.on.ca
431028,B66001,Paisley Central School,Public,Elementary,182 Arnaud St,Arran-Elderslie,Paisley,Ontario,N0G2N0,519-370-2950,44.29813,-81.2736,519-353-5691,http://www.pai.bwdsb.on.ca
605743,B66001,Peninsula Shores District School,Public,Elementary,115 George St,The South Bruce Peninsula,Wiarton,Ontario,N0H2T0,519-370-2952,44.74086,-81.1507,519-534-2205,http://www.psd.bwdsb.on.ca
953253,B66001,Peninsula Shores District School,Public,Secondary,115 George St,The South Bruce Peninsula,Wiarton,Ontario,N0H2T0,519-370-2952,44.74067,-81.1492,519-534-2205,http://www.psd.bwdsb.on.ca
450910,B66001,Port Elgin-Saugeen Central School,Public,Elementary,504 Catherine St,Saugeen Shores,Port Elgin,Ontario,N0H2C1,519-370-2951,44.43482,-81.3942,519-832-2038,http://www.pte.bwdsb.on.ca
484970,B66001,Ripley-Huron Community - Junior Campus School,Public,Elementary,2 Queen Street 4,Arran-Elderslie,Ripley,Ontario,N0G2R0,519-395-2655,44.07316,-81.5823,519-395-2651,http://www.rip.bwdsb.on.ca
940127,B66001,Saugeen District Secondary School,Public,Secondary,780 Gustavus St,Saugeen Shores,Port Elgin,Ontario,N0H2C4,519-370-2954,44.4329,-81.3834,519-832-2091,http://www.sdss.bwdsb.on.ca
290604,B66001,Saugeen District Senior School,Public,Elementary,780 Gustavus Street,Saugeen Shores,Port Elgin,Ontario,N0H2C4,,44.43179,-81.3847,,http://www.sdss.bwdsb.on.ca
155683,B66001,Spruce Ridge Community School,Public,Elementary,239 Kincardine Street,West Grey,Durham,Ontario,N0G1R0,519-370-2955,44.17444,-80.8128,519-369-2217,http://www.spr.bwdsb.on.ca
529826,B66001,St Edmunds Public School,Public,Elementary,21 Centennial Drive,Northern Bruce Peninsula,Tobermory,Ontario,N0H2R0,519-370-2956,45.22907,-81.6623,519-596-2390,http://www.sed.bwdsb.on.ca/
540200,B66001,Sullivan Community School,Public,Elementary,136285 Grey Rd 40 3,Chatsworth,Chatsworth,Ontario,N0H1G0,519-370-2963,44.40274,-80.9897,519-794-2785,http://www.sul.bwdsb.on.ca
569565,B66001,Walkerton District Community School,Public,Elementary,1320 Yonge St. S,Brockton,Walkerton,Ontario,N0G2V0,,44.11726,-81.1476,519-881-1780,http://www.wdcs.bwdsb.on.ca/
950262,B66001,Walkerton District Community School,Public,Secondary,1320 Yonge St South,Brockton,Walkerton,Ontario,N0G2V0,519-370-2965,44.11732,-81.1477,519-881-1780,http://www.wdss.bwdsb.on.ca
688088,B67164,Assumption College School High School,Catholic,Secondary,257 Shellard Lane,Brantford,Brantford,Ontario,N3T0M7,519-751-0125,43.12153,-80.2974,519-751-2030,http://www.assumptionlions.com/
690015,B67164,Blessed Sacrament School,Catholic,Elementary,185 King St W,Brant County,Burford,Ontario,N0E1A0,,43.10081,-80.443,519-449-2984,http://www.blessedsacramentburford.ca/
696900,B67164,Christ the King School,Catholic,Elementary,165 Dufferin Ave,Brantford,Brantford,Ontario,N3T4R4,,43.14795,-80.2832,519-759-4211,http://www.christthekingbrantford.ca/
714453,B67164,Holy Cross School,Catholic,Elementary,358 Marlborough St,Brantford,Brantford,Ontario,N3S4V1,,43.14676,-80.2419,519-756-5032,http://www.holycrossbrantford.ca/
716960,B67164,Holy Family School,Catholic,Elementary,20 Sunset Dr,Brant County,Paris,Ontario,N3L3W4,,43.20659,-80.3899,519-442-5333,http://www.holyfamilyparis.ca/
720232,B67164,Holy Trinity Catholic High School,Catholic,Secondary,128 Evergreen Hill Rd,Norfolk County,Simcoe,Ontario,N3Y4N5,519-429-3603,42.82441,-80.3115,519-429-3600,http://www.trinitycatholic.ca/
750259,B67164,Madonna Della Libera Catholic Elementary School,Catholic,Elementary,120 NINTH AVE,Brantford,BRANTFORD,Ontario,N3S1E7,,43.1212,-80.2496,519-753-5283,http://www.jeanvanierbrantford.ca/
736481,B67164,Notre Dame Catholic Catholic Elementary School,Catholic,Elementary,35 Braemar Ave,Haldimand County,Caledonia,Ontario,N3W2M5,,43.06181,-79.9638,905-765-0649,http://www.notredamecaledonia.ca/
739200,B67164,Notre Dame School,Catholic,Elementary,238 Brantwood Park Rd,Brantford,Brantford,Ontario,N3P1N9,,43.18154,-80.236,519-756-2288,http://www.notredamebrantford.ca/
743968,B67164,Our Lady of Fatima School,Catholic,Elementary,120 Talbot Rd,Norfolk County,Courtland,Ontario,N0J1E0,,42.83766,-80.6339,519-688-0049,http://www.ourladyoffatimacourtland.ca/
749125,B67164,Our Lady of Providence Catholic Elementary School,Catholic,Elementary,55 Kent Rd,Brantford,Brantford,Ontario,N3R7X8,,43.17546,-80.2852,519-758-5056,http://www.olop.ca/
753084,B67164,Resurrection School,Catholic,Elementary,17 Ravenwood Rd,Brantford,Brantford,Ontario,N3R6L4,,43.18063,-80.258,519-752-5900,http://www.resurrectionbrantford.ca/
762756,B67164,Sacred Heart Catholic Elementary School,Catholic,Elementary,180 GRANDVILLE CIR,Brant County,PARIS,Ontario,N3L0A9,,43.22801,-80.4171,519-442-4443,http://www.sacredheartparis.ca/
759309,B67164,Sacred Heart School,Catholic,Elementary,26 Albert St,Norfolk County,Langton,Ontario,N0E1G0,,42.74055,-80.5818,519-875-2556,http://www.sacredheartlangton.ca/
751898,B67164,St John's College,Catholic,Secondary,80 Paris Rd,Brantford,Brantford,Ontario,N3R1H9,519-751-0526,43.16038,-80.2885,519-759-2318,http://www.sjconline.ca/
704940,B67164,St. Basil Catholic Elementary School,Catholic,Elementary,365 Blackburn Drive,Brantford,Brantford,Ontario,N3T0G5,,43.11262,-80.2969,519-752-4111,http://www.stbasilbrantford.ca/
779067,B67164,St. Bernard of Clairvaux School,Catholic,Elementary,250 Washington St,Norfolk County,Waterford,Ontario,N0E1Y0,,42.9263,-80.2931,519-443-8607,http://www.stbernardofclairvauxwaterford.ca/
782050,B67164,St. Cecilia's School,Catholic,Elementary,3 Lynn Park Ave,Norfolk County,Port Dover,Ontario,N0A1N5,,42.79584,-80.2219,519-583-0231,http://www.stceciliaportdover.ca/
789984,B67164,St. Frances Cabrini School,Catholic,Elementary,373 Northern Ave,Norfolk County,Delhi,Ontario,N4B2R4,,42.85253,-80.4887,519-582-2470,http://www.stfrancescabrinidelhi.ca/
793256,B67164,St. Gabriel Catholic Catholic Elementary School,Catholic,Elementary,14 Flanders Dr,Brantford,Brantford,Ontario,N3T6M2,,43.12416,-80.2943,519-756-4706,http://www.stgabrielbrantford.ca/
810827,B67164,St. Joseph's School,Catholic,Elementary,34 Potts Rd,Norfolk County,Simcoe,Ontario,N3Y2S8,,42.83245,-80.2952,519-426-0820,http://www.stjosephsimcoe.ca/
818453,B67164,St. Leo School,Catholic,Elementary,233 Memorial Dr,Brantford,Brantford,Ontario,N3R5T2,,43.18406,-80.2685,519-759-3314,http://www.stleobrantford.ca/
706139,B67164,St. Mary Catholic Learning Centre,Catholic,Secondary,455 Colborne Street,Brantford,Brantford,Ontario,N3S3N8,519-753-6555,43.13889,-80.251,519-753-0552,http://www.stmaryclc.ca/
852434,B67164,St. Mary Catholic Learning Centre Day,Catholic,Secondary,455 Colborne Street,Brantford,Brantford,Ontario,N3S3N8,519-753-6555,43.13919,-80.2509,519-753-0552,http://www.stmaryclc.ca/
831450,B67164,St. Mary's School,Catholic,Elementary,92 Main Street South,Haldimand County,Hagersville,Ontario,N0A1H0,,42.9571,-80.0572,905-768-5151,http://www.stmaryhagersville.ca/
834831,B67164,St. Michael's C School,Catholic,Elementary,972 St. John's RD,Norfolk County,SIMCOE,Ontario,N3Y4K1,,42.76425,-80.3869,519-426-5462,http://www.stmichaelwalsh.ca/
834963,B67164,St. Michael's School,Catholic,Elementary,209 Alder Street West,Haldimand County,Dunnville,Ontario,N1A1R3,,42.90629,-79.6201,905-774-6052,http://www.stmichaeldunnville.ca/
840530,B67164,St. Patrick School,Catholic,Elementary,320 Fairview Dr,Brantford,Brantford,Ontario,N3R2X6,,43.1699,-80.2592,519-759-0380,http://www.stpatrickbrantford.ca/
840556,B67164,St. Patrick's School,Catholic,Elementary,81 Orkney St E,Haldimand County,Caledonia,Ontario,N3W1L3,,43.07555,-79.9473,905-765-4626,http://www.stpatrickcaledonia.ca/
844977,B67164,St. Peter School,Catholic,Elementary,175 Glenwood Dr,Brantford,Brantford,Ontario,N3S3H1,,43.14332,-80.2197,519-752-1611,http://www.stpeterbrantford.ca/
846791,B67164,St. Pius X Catholic Elementary School,Catholic,Elementary,127 Wood St,Brantford,Brantford,Ontario,N3R2L4,,43.16488,-80.2723,519-753-6422,http://www.stpiusxbrantford.ca/
850950,B67164,St. Stephen's School,Catholic,Elementary,17 Brant Street West,Haldimand County,Cayuga,Ontario,N0A1E0,,42.94849,-79.8579,905-772-3863,http://www.ststephencayuga.ca/
853038,B67164,St. Theresa School,Catholic,Elementary,12 Dalewood Ave RR 4,Brantford,Brantford,Ontario,N3T0M5,,43.13095,-80.3284,519-753-8953,http://www.sttheresabrantford.ca/
721255,B67008,Ecole Immaculee-Conception Separate School,Catholic,Elementary,201 Concession 12,South Bruce,Formosa,Ontario,N0G1W0,519-367-5283,44.06793,-81.2104,519-367-2900,http://ics.bgcdsb.org/
711985,B67008,Holy Family Separate School,Catholic,Elementary,334 10th Ave,Hanover,Hanover,Ontario,N4N2N5,519-364-1685,44.14849,-81.0259,519-364-2760,http://hfs.bgcdsb.org/
710296,B67008,Mary Immaculate Community School,Catholic,Elementary,6 Ann St,Brockton,Chepstow,Ontario,N0G1K0,519-366-2421,44.15323,-81.2792,519-366-2731,http://misbgcdsb.sharpschool.com/
737399,B67008,Notre Dame Catholic School,Catholic,Elementary,885 25th Street E,Owen Sound,Owen Sound,Ontario,N4K6X6,519-371-6637,44.58869,-80.9224,519-371-0161,http://ndmbgcdsb.sharpschool.com/
759430,B67008,Sacred Heart High School,Catholic,Secondary,450 Robinson St,Brockton,Walkerton,Ontario,N0G2V0,519-881-4819,44.12717,-81.1436,519-881-1900,http://shhs.bgcdsb.org/
732133,B67008,Sacred Heart School,Catholic,Elementary,18 Peter St,South Bruce,Mildmay,Ontario,N0G2J0,519-367-2998,44.04037,-81.117,519-367-2685,http://mshbgcdsb.sharpschool.com/
864218,B67008,Sacred Heart Separate School,Catholic,Elementary,18 Gordon St,South Bruce,Teeswater,Ontario,N0G2S0,519-392-8597,43.99533,-81.2887,519-392-6854,http://tshbgcdsb.sharpschool.com/
774332,B67008,St Anthony's Separate School,Catholic,Elementary,709 Russell St,Kincardine,Kincardine,Ontario,N2Z1R1,519-396-7932,44.17023,-81.6228,519-396-4330,http://stabgcdsb.sharpschool.com/home/
776602,B67008,St Basil's Separate School,Catholic,Elementary,925 9th Ave W,Owen Sound,Owen Sound,Ontario,N4K4N8,519-376-0097,44.56372,-80.9608,519-376-9370,http://stbbgcdsb.sharpschool.com/
751464,B67008,St Joseph's School,Catholic,Elementary,584 STAFFORD ST,Saugeen Shores,PORT ELGIN,Ontario,N0H2C1,519-389-3126,44.43693,-81.3926,519-389-5495,http://stjbgcdsb.sharpschool.com/
776599,B67008,St Mary's High School,Catholic,Secondary,555 15th St E,Owen Sound,Owen Sound,Ontario,N4K1X2,519-376-0793,44.57386,-80.9341,519-376-4278,http://smhs.bgcdsb.org/
705098,B67008,St Peter's & St Paul's Separate School,Catholic,Elementary,190 John St W,West Grey,Durham,Ontario,N0G1R0,519-369-2361,44.18514,-80.8221,519-369-2932,http://stp.bgcdsb.org/
732800,B67008,St Teresa of Calcutta Catholic School,Catholic,Elementary,81 Cemetery Rd,Brockton,Walkerton,Ontario,N0G2V0,519-881-2083,44.11552,-81.1478,519-881-1852,http://mtsbgcdsb.sharpschool.com/
689610,B67172,Bishop Macdonell Separate School,Catholic,Elementary,300 Adolphus St.,Cornwall,Cornwall,Ontario,K6H3S6,613-933-1310,45.0218,-74.724,613-933-6739,http://www.bishopmacdonell.cdsbeo.on.ca/
715131,B67172,Holy Cross School,Catholic,Elementary,521 Clothier Street West,North Grenville,Kemptville,Ontario,K0G1J0,613-258-9867,45.0125,-75.6543,613-258-7457,www.holycross.cdsbeo.on.ca
828203,B67172,Holy Name of Mary Separate School,Catholic,Elementary,110 Paterson St,Mississippi Mills,Almonte,Ontario,K0A1A0,613-256-0899,45.2309,-76.1834,613-256-2532,www.hnom.cdsbeo.on.ca
821553,B67172,Holy Trinity Catholic Elementary School,Catholic,Elementary,18044 Tyotown Road 1,South Glengarry,Cornwall,Ontario,K6H5R5,613-936-0663,45.0446,-74.6705,613-936-0319,http://www.holytrinityfalcons.cdsbeo.on.ca/
